Population,Five-Year Age Groups,Gender,Hispanic Origin,Race,Year
Not Applicable,20-24 years,Female,Not Stated,American Indian or Alaska Native,2014
Not Applicable,20-24 years,Male,Not Stated,American Indian or Alaska Native,2014
Not Applicable,20-24 years,Female,Not Stated,American Indian or Alaska Native,2015
Not Applicable,20-24 years,Male,Not Stated,American Indian or Alaska Native,2015
Not Applicable,20-24 years,Female,Not Stated,American Indian or Alaska Native,2016
Not Applicable,20-24 years,Male,Not Stated,American Indian or Alaska Native,2016
Not Applicable,20-24 years,Female,Not Stated,American Indian or Alaska Native,2017
Not Applicable,20-24 years,Male,Not Stated,American Indian or Alaska Native,2017
Not Applicable,20-24 years,Female,Not Stated,American Indian or Alaska Native,2018
Not Applicable,20-24 years,Male,Not Stated,American Indian or Alaska Native,2018
Not Applicable,20-24 years,Female,Not Stated,American Indian or Alaska Native,2019
Not Applicable,20-24 years,Male,Not Stated,American Indian or Alaska Native,2019
Not Applicable,20-24 years,Female,Not Stated,American Indian or Alaska Native,2020 
Not Applicable,20-24 years,Male,Not Stated,American Indian or Alaska Native,2020 
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,1999
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,1999
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2000
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2000
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2001
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2001
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2002
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2002
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2003
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2003
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2004
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2004
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2005
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2005
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2006
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2006
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2007
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2007
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2008
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2008
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2009
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2009
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2010
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2010
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2011
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2011
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2012
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2012
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2013
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2013
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2014
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2014
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2015
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2015
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2016
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2016
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2017
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2017
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2018
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2018
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2019
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2019
Not Applicable,25-29 years,Female,Not Stated,American Indian or Alaska Native,2020 
Not Applicable,25-29 years,Male,Not Stated,American Indian or Alaska Native,2020 
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,1999
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,1999
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2000
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2000
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2001
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2001
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2002
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2002
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2003
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2003
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2004
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2004
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2005
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2005
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2006
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2006
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2007
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2007
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2008
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2008
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2009
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2009
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2010
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2010
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2011
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2011
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2012
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2012
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2013
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2013
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2014
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2014
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2015
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2015
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2016
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2016
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2017
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2017
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2018
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2018
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2019
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2019
Not Applicable,30-34 years,Female,Not Stated,American Indian or Alaska Native,2020 
Not Applicable,30-34 years,Male,Not Stated,American Indian or Alaska Native,2020 
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,1999
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,1999
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2000
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2000
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2001
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2001
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2002
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2002
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2003
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2003
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2004
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2004
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2005
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2005
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2006
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2006
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2007
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2007
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2008
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2008
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2009
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2009
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2010
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2010
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2011
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2011
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2012
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2012
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2013
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2013
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2014
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2014
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2015
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2015
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2016
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2016
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2017
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2017
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2018
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2018
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2019
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2019
Not Applicable,35-39 years,Female,Not Stated,American Indian or Alaska Native,2020 
Not Applicable,35-39 years,Male,Not Stated,American Indian or Alaska Native,2020 
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,1999
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,1999
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2000
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2000
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2001
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2001
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2002
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2002
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2003
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2003
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2004
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2004
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2005
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2005
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2006
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2006
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2007
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2007
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2008
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2008
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2009
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2009
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2010
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2010
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2011
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2011
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2012
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2012
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2013
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2013
Not Applicable,40-44 years,Female,Not Stated,American Indian or Alaska Native,2014
Not Applicable,40-44 years,Male,Not Stated,American Indian or Alaska Native,2014
