Race,Hispanic Origin,Five-Year Age Groups,Cause of death Code,Gender,Deaths,Year
Black or African American,Not Hispanic or Latino,30-34 years,I11.0,Male,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I11.9,Female,36,2002
Black or African American,Not Hispanic or Latino,30-34 years,I11.9,Male,63,2002
Black or African American,Not Hispanic or Latino,30-34 years,I12.0,Female,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I12.0,Male,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I13.1,Female,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I13.1,Male,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I13.2,Female,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I13.9,Male,4,2002
Black or African American,Not Hispanic or Latino,35-39 years,I10,Female,10,2002
Black or African American,Not Hispanic or Latino,35-39 years,I10,Male,14,2002
Black or African American,Not Hispanic or Latino,35-39 years,I11.0,Female,4,2002
Black or African American,Not Hispanic or Latino,35-39 years,I11.0,Male,10,2002
Black or African American,Not Hispanic or Latino,35-39 years,I11.9,Female,46,2002
Black or African American,Not Hispanic or Latino,35-39 years,I11.9,Male,104,2002
Black or African American,Not Hispanic or Latino,35-39 years,I12.0,Female,21,2002
Black or African American,Not Hispanic or Latino,35-39 years,I12.0,Male,34,2002
Black or African American,Not Hispanic or Latino,35-39 years,I13.1,Female,4,2002
Black or African American,Not Hispanic or Latino,35-39 years,I13.1,Male,13,2002
Black or African American,Not Hispanic or Latino,35-39 years,I13.2,Female,4,2002
Black or African American,Not Hispanic or Latino,40-44 years,I10,Female,18,2002
Black or African American,Not Hispanic or Latino,40-44 years,I10,Male,25,2002
Black or African American,Not Hispanic or Latino,40-44 years,I11.0,Female,16,2002
Black or African American,Not Hispanic or Latino,40-44 years,I11.0,Male,17,2002
Black or African American,Not Hispanic or Latino,40-44 years,I11.9,Female,116,2002
Black or African American,Not Hispanic or Latino,40-44 years,I11.9,Male,176,2002
Black or African American,Not Hispanic or Latino,40-44 years,I12.0,Female,28,2002
Black or African American,Not Hispanic or Latino,40-44 years,I12.0,Male,39,2002
Black or African American,Not Hispanic or Latino,40-44 years,I13.1,Female,14,2002
Black or African American,Not Hispanic or Latino,40-44 years,I13.1,Male,10,2002
Black or African American,Not Hispanic or Latino,40-44 years,I13.2,Female,4,2002
Black or African American,Not Hispanic or Latino,40-44 years,I13.2,Male,4,2002
Black or African American,Not Hispanic or Latino,40-44 years,I13.9,Male,4,2002
Black or African American,Not Hispanic or Latino,45-49 years,I10,Female,39,2002
Black or African American,Not Hispanic or Latino,45-49 years,I10,Male,48,2002
Black or African American,Not Hispanic or Latino,45-49 years,I11.0,Female,25,2002
Black or African American,Not Hispanic or Latino,45-49 years,I11.0,Male,27,2002
Black or African American,Not Hispanic or Latino,45-49 years,I11.9,Female,179,2002
Black or African American,Not Hispanic or Latino,45-49 years,I11.9,Male,258,2002
Black or African American,Not Hispanic or Latino,45-49 years,I12.0,Female,39,2002
Black or African American,Not Hispanic or Latino,45-49 years,I12.0,Male,59,2002
Black or African American,Not Hispanic or Latino,45-49 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,45-49 years,I12.9,Male,4,2002
Black or African American,Not Hispanic or Latino,45-49 years,I13.1,Female,12,2002
Black or African American,Not Hispanic or Latino,45-49 years,I13.1,Male,29,2002
Black or African American,Not Hispanic or Latino,45-49 years,I13.2,Female,4,2002
Black or African American,Not Hispanic or Latino,45-49 years,I13.2,Male,4,2002
Black or African American,Not Hispanic or Latino,50-54 years,I10,Female,44,2002
Black or African American,Not Hispanic or Latino,50-54 years,I10,Male,53,2002
Black or African American,Not Hispanic or Latino,50-54 years,I11.0,Female,32,2002
Black or African American,Not Hispanic or Latino,50-54 years,I11.0,Male,45,2002
Black or African American,Not Hispanic or Latino,50-54 years,I11.9,Female,217,2002
Black or African American,Not Hispanic or Latino,50-54 years,I11.9,Male,332,2002
Black or African American,Not Hispanic or Latino,50-54 years,I12.0,Female,55,2002
Black or African American,Not Hispanic or Latino,50-54 years,I12.0,Male,69,2002
Black or African American,Not Hispanic or Latino,50-54 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,50-54 years,I12.9,Male,4,2002
Black or African American,Not Hispanic or Latino,50-54 years,I13.1,Female,16,2002
Black or African American,Not Hispanic or Latino,50-54 years,I13.1,Male,27,2002
Black or African American,Not Hispanic or Latino,50-54 years,I13.2,Female,4,2002
Black or African American,Not Hispanic or Latino,50-54 years,I13.2,Male,17,2002
Black or African American,Not Hispanic or Latino,55-59 years,I10,Female,43,2002
Black or African American,Not Hispanic or Latino,55-59 years,I10,Male,58,2002
Black or African American,Not Hispanic or Latino,55-59 years,I11.0,Female,46,2002
Black or African American,Not Hispanic or Latino,55-59 years,I11.0,Male,42,2002
Black or African American,Not Hispanic or Latino,55-59 years,I11.9,Female,186,2002
Black or African American,Not Hispanic or Latino,55-59 years,I11.9,Male,311,2002
Black or African American,Not Hispanic or Latino,55-59 years,I12.0,Female,83,2002
Black or African American,Not Hispanic or Latino,55-59 years,I12.0,Male,84,2002
Black or African American,Not Hispanic or Latino,55-59 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,55-59 years,I12.9,Male,4,2002
Black or African American,Not Hispanic or Latino,55-59 years,I13.1,Female,24,2002
Black or African American,Not Hispanic or Latino,55-59 years,I13.1,Male,30,2002
Black or African American,Not Hispanic or Latino,55-59 years,I13.2,Female,12,2002
Black or African American,Not Hispanic or Latino,55-59 years,I13.2,Male,20,2002
Black or African American,Not Hispanic or Latino,55-59 years,I13.9,Female,4,2002
Black or African American,Not Hispanic or Latino,55-59 years,I13.9,Male,4,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I10,Female,52,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I10,Male,52,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I11.0,Female,39,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I11.0,Male,44,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I11.9,Female,180,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I11.9,Male,310,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I12.0,Female,95,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I12.0,Male,76,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I12.9,Male,4,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I13.1,Female,23,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I13.1,Male,24,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I13.2,Female,10,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I13.2,Male,12,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I13.9,Female,4,2002
Black or African American,Not Hispanic or Latino,60-64 years ,I13.9,Male,4,2002
Black or African American,Not Hispanic or Latino,65-69 years,I10,Female,76,2002
Black or African American,Not Hispanic or Latino,65-69 years,I10,Male,66,2002
Black or African American,Not Hispanic or Latino,65-69 years,I11.0,Female,56,2002
Black or African American,Not Hispanic or Latino,65-69 years,I11.0,Male,50,2002
Black or African American,Not Hispanic or Latino,65-69 years,I11.9,Female,197,2002
Black or African American,Not Hispanic or Latino,65-69 years,I11.9,Male,258,2002
Black or African American,Not Hispanic or Latino,65-69 years,I12.0,Female,103,2002
Black or African American,Not Hispanic or Latino,65-69 years,I12.0,Male,93,2002
Black or African American,Not Hispanic or Latino,65-69 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,65-69 years,I13.0,Female,4,2002
Black or African American,Not Hispanic or Latino,65-69 years,I13.1,Female,22,2002
Black or African American,Not Hispanic or Latino,65-69 years,I13.1,Male,11,2002
Black or African American,Not Hispanic or Latino,65-69 years,I13.2,Female,22,2002
Black or African American,Not Hispanic or Latino,65-69 years,I13.2,Male,16,2002
Black or African American,Not Hispanic or Latino,65-69 years,I13.9,Male,4,2002
Black or African American,Not Hispanic or Latino,70-74 years,I10,Female,113,2002
Black or African American,Not Hispanic or Latino,70-74 years,I10,Male,91,2002
Black or African American,Not Hispanic or Latino,70-74 years,I11.0,Female,91,2002
Black or African American,Not Hispanic or Latino,70-74 years,I11.0,Male,45,2002
Black or African American,Not Hispanic or Latino,70-74 years,I11.9,Female,206,2002
Black or African American,Not Hispanic or Latino,70-74 years,I11.9,Male,221,2002
Black or African American,Not Hispanic or Latino,70-74 years,I12.0,Female,140,2002
Black or African American,Not Hispanic or Latino,70-74 years,I12.0,Male,107,2002
Black or African American,Not Hispanic or Latino,70-74 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,70-74 years,I12.9,Male,4,2002
Black or African American,Not Hispanic or Latino,70-74 years,I13.0,Male,4,2002
Black or African American,Not Hispanic or Latino,70-74 years,I13.1,Female,27,2002
Black or African American,Not Hispanic or Latino,70-74 years,I13.1,Male,24,2002
Black or African American,Not Hispanic or Latino,70-74 years,I13.2,Female,22,2002
Black or African American,Not Hispanic or Latino,70-74 years,I13.2,Male,16,2002
Black or African American,Not Hispanic or Latino,70-74 years,I13.9,Female,4,2002
Black or African American,Not Hispanic or Latino,75-79 years,I10,Female,158,2002
Black or African American,Not Hispanic or Latino,75-79 years,I10,Male,96,2002
Black or African American,Not Hispanic or Latino,75-79 years,I11.0,Female,108,2002
Black or African American,Not Hispanic or Latino,75-79 years,I11.0,Male,80,2002
Black or African American,Not Hispanic or Latino,75-79 years,I11.9,Female,258,2002
Black or African American,Not Hispanic or Latino,75-79 years,I11.9,Male,190,2002
Black or African American,Not Hispanic or Latino,75-79 years,I12.0,Female,170,2002
Black or African American,Not Hispanic or Latino,75-79 years,I12.0,Male,131,2002
Black or African American,Not Hispanic or Latino,75-79 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,75-79 years,I12.9,Male,4,2002
Black or African American,Not Hispanic or Latino,75-79 years,I13.0,Male,4,2002
Black or African American,Not Hispanic or Latino,75-79 years,I13.1,Female,31,2002
Black or African American,Not Hispanic or Latino,75-79 years,I13.1,Male,22,2002
Black or African American,Not Hispanic or Latino,75-79 years,I13.2,Female,31,2002
Black or African American,Not Hispanic or Latino,75-79 years,I13.2,Male,14,2002
Black or African American,Not Hispanic or Latino,75-79 years,I13.9,Female,4,2002
Black or African American,Not Hispanic or Latino,80-84 years,I10,Female,158,2002
Black or African American,Not Hispanic or Latino,80-84 years,I10,Male,96,2002
Black or African American,Not Hispanic or Latino,80-84 years,I11.0,Female,160,2002
Black or African American,Not Hispanic or Latino,80-84 years,I11.0,Male,73,2002
Black or African American,Not Hispanic or Latino,80-84 years,I11.9,Female,257,2002
Black or African American,Not Hispanic or Latino,80-84 years,I11.9,Male,141,2002
Black or African American,Not Hispanic or Latino,80-84 years,I12.0,Female,201,2002
Black or African American,Not Hispanic or Latino,80-84 years,I12.0,Male,116,2002
Black or African American,Not Hispanic or Latino,80-84 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,80-84 years,I12.9,Male,4,2002
Black or African American,Not Hispanic or Latino,80-84 years,I13.1,Female,29,2002
Black or African American,Not Hispanic or Latino,80-84 years,I13.1,Male,14,2002
Black or African American,Not Hispanic or Latino,80-84 years,I13.2,Female,29,2002
Black or African American,Not Hispanic or Latino,80-84 years,I13.2,Male,13,2002
Black or African American,Not Hispanic or Latino,80-84 years,I13.9,Male,4,2002
Black or African American,Not Hispanic or Latino,85-89 years,I10,Female,178,2002
Black or African American,Not Hispanic or Latino,85-89 years,I10,Male,65,2002
Black or African American,Not Hispanic or Latino,85-89 years,I11.0,Female,149,2002
Black or African American,Not Hispanic or Latino,85-89 years,I11.0,Male,50,2002
Black or African American,Not Hispanic or Latino,85-89 years,I11.9,Female,224,2002
Black or African American,Not Hispanic or Latino,85-89 years,I11.9,Male,83,2002
Black or African American,Not Hispanic or Latino,85-89 years,I12.0,Female,193,2002
Black or African American,Not Hispanic or Latino,85-89 years,I12.0,Male,72,2002
Black or African American,Not Hispanic or Latino,85-89 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,85-89 years,I12.9,Male,4,2002
Black or African American,Not Hispanic or Latino,85-89 years,I13.0,Female,4,2002
Black or African American,Not Hispanic or Latino,85-89 years,I13.1,Female,26,2002
Black or African American,Not Hispanic or Latino,85-89 years,I13.1,Male,12,2002
Black or African American,Not Hispanic or Latino,85-89 years,I13.2,Female,38,2002
Black or African American,Not Hispanic or Latino,85-89 years,I13.2,Male,20,2002
Black or African American,Not Hispanic or Latino,85-89 years,I13.9,Female,4,2002
Black or African American,Not Hispanic or Latino,90-94 years,I10,Female,148,2002
Black or African American,Not Hispanic or Latino,90-94 years,I10,Male,31,2002
Black or African American,Not Hispanic or Latino,90-94 years,I11.0,Female,130,2002
Black or African American,Not Hispanic or Latino,90-94 years,I11.0,Male,45,2002
Black or African American,Not Hispanic or Latino,90-94 years,I11.9,Female,149,2002
Black or African American,Not Hispanic or Latino,90-94 years,I11.9,Male,30,2002
Black or African American,Not Hispanic or Latino,90-94 years,I12.0,Female,116,2002
Black or African American,Not Hispanic or Latino,90-94 years,I12.0,Male,50,2002
Black or African American,Not Hispanic or Latino,90-94 years,I12.9,Female,4,2002
Black or African American,Not Hispanic or Latino,90-94 years,I12.9,Male,4,2002
Black or African American,Not Hispanic or Latino,90-94 years,I13.0,Female,4,2002
Black or African American,Not Hispanic or Latino,90-94 years,I13.1,Female,14,2002
Black or African American,Not Hispanic or Latino,90-94 years,I13.1,Male,4,2002
Black or African American,Not Hispanic or Latino,90-94 years,I13.2,Female,27,2002
Black or African American,Not Hispanic or Latino,90-94 years,I13.2,Male,12,2002
Black or African American,Not Hispanic or Latino,90-94 years,I13.9,Female,4,2002
Black or African American,Not Hispanic or Latino,95-99 years,I10,Female,67,2002
Black or African American,Not Hispanic or Latino,95-99 years,I10,Male,4,2002
Black or African American,Not Hispanic or Latino,95-99 years,I11.0,Female,63,2002
Black or African American,Not Hispanic or Latino,95-99 years,I11.0,Male,16,2002
Black or African American,Not Hispanic or Latino,95-99 years,I11.9,Female,71,2002
Black or African American,Not Hispanic or Latino,95-99 years,I11.9,Male,4,2002
Black or African American,Not Hispanic or Latino,95-99 years,I12.0,Female,37,2002
Black or African American,Not Hispanic or Latino,95-99 years,I12.0,Male,18,2002
Black or African American,Not Hispanic or Latino,95-99 years,I13.1,Female,4,2002
Black or African American,Not Hispanic or Latino,95-99 years,I13.1,Male,4,2002
Black or African American,Not Hispanic or Latino,95-99 years,I13.2,Female,4,2002
Black or African American,Not Hispanic or Latino,95-99 years,I13.2,Male,4,2002
Black or African American,Not Hispanic or Latino,100+ years,I10,Female,28,2002
Black or African American,Not Hispanic or Latino,100+ years,I10,Male,4,2002
Black or African American,Not Hispanic or Latino,100+ years,I11.0,Female,17,2002
Black or African American,Not Hispanic or Latino,100+ years,I11.0,Male,4,2002
Black or African American,Not Hispanic or Latino,100+ years,I11.9,Female,20,2002
Black or African American,Not Hispanic or Latino,100+ years,I11.9,Male,4,2002
Black or African American,Not Hispanic or Latino,100+ years,I12.0,Female,4,2002
Black or African American,Not Hispanic or Latino,100+ years,I12.0,Male,4,2002
Black or African American,Not Hispanic or Latino,100+ years,I13.1,Female,4,2002
Black or African American,Not Hispanic or Latino,100+ years,I13.1,Male,4,2002
Black or African American,Not Hispanic or Latino,100+ years,I13.2,Female,4,2002
Black or African American,Not Hispanic or Latino,100+ years,I13.2,Male,4,2002
Black or African American,Not Stated,25-29 years,I11.9,Female,4,2002
Black or African American,Not Stated,25-29 years,I12.0,Female,4,2002
Black or African American,Not Stated,35-39 years,I11.9,Male,4,2002
Black or African American,Not Stated,40-44 years,I11.9,Female,4,2002
Black or African American,Not Stated,40-44 years,I11.9,Male,4,2002
Black or African American,Not Stated,45-49 years,I10,Female,4,2002
Black or African American,Not Stated,45-49 years,I11.0,Male,4,2002
Black or African American,Not Stated,45-49 years,I11.9,Male,4,2002
Black or African American,Not Stated,50-54 years,I10,Male,4,2002
Black or African American,Not Stated,50-54 years,I11.9,Female,4,2002
Black or African American,Not Stated,50-54 years,I11.9,Male,4,2002
Black or African American,Not Stated,50-54 years,I12.0,Male,4,2002
