Race	Hispanic Origin	Five-Year Age Groups	Cause of death Code	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2009	353	1496992	23.5806203373164
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2010	332	1493767	22.2256884775203
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2011	327	1475059	22.1686047812325
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2012	326	1453232	22.4327567793718
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2013	337	1428396	23.5928972077771
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2014	329	1402364	23.4603854634032
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2015	382	1396052	27.3628776005478
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2016	358	1403832	25.5016269753076
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2017	320	1413393	22.6405536181373
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2018	333	1406949	23.668235309169
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2019	335	1397316	23.9745340352504
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2020	453	1375619	32.9306297746687
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2021	438	1349300	32.4612762172979
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2022	397	1334539	29.7481002803215
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	1999	267	1027188	25.9932943141859
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2000	373	1061019	35.1548841255435
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2001	447	1105384	40.4384358738683
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2002	462	1153639	40.0471898054764
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2003	570	1196401	47.642888964486
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2004	525	1231607	42.6272341745378
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2005	553	1267913	43.6149798921535
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2006	590	1293433	45.6150415212848
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2007	574	1307530	43.8995663579421
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2008	556	1318543	42.1677563795796
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2009	559	1330207	42.0235346829478
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2010	632	1329666	47.5307332818918
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2011	624	1313392	47.5105680558432
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2012	645	1293068	49.8813674145521
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2013	586	1269490	46.1602690844355
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2014	639	1247238	51.2332048895239
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2015	605	1240517	48.7699886418324
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2016	684	1242735	55.0398918514406
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2017	712	1249902	56.9644660141355
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2018	715	1240961	57.6166374285735
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2019	759	1229131	61.7509443663857
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2020	939	1207681	77.7523203561205
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2021	973	1208836	80.4906538190458
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2022	890	1200224	74.1528248060362
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	1999	54	1192724	4.52745144727531
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2000	80	1225916	6.52573259505545
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2001	71	1272430	5.57987472788287
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2002	69	1321076	5.22301517853628
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2003	69	1363748	5.05958578857678
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2004	80	1398644	5.71982577410692
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2005	93	1436071	6.47600292743186
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2006	114	1461455	7.80044544648997
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2007	103	1473530	6.99001716965382
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2008	105	1485776	7.06701413941267
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2009	85	1496992	5.67805305572775
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2010	79	1493767	5.28864274013283
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2011	40	1475059	2.7117559365422
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2012	28	1453232	1.92673984608101
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2013	80	1428396	5.60068776445747
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2014	74	1402364	5.27680402520316
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2015	86	1396052	6.16022898860501
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2016	98	1403832	6.98089230050319
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2017	107	1413393	7.57043511606468
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2018	107	1406949	7.60510864288613
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2019	101	1397316	7.22814309719491
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2020	126	1375619	9.15951291745752
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2021	146	1349300	10.820425405766
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2022	115	1334539	8.61720788976568
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	1999	88	1027188	8.56707827583656
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2000	74	1061019	6.97442741364669
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2001	96	1105384	8.6847647514348
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2002	101	1153639	8.75490513063445
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2003	125	1196401	10.448001965896
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2004	127	1231607	10.3117309336501
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2005	125	1267913	9.85872059045061
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2006	140	1293433	10.823908157593
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2007	164	1307530	12.5427332451263
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2008	145	1318543	10.9969868256098
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2009	127	1330207	9.54738623387187
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2010	114	1329666	8.57358163629062
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2011	66	1313392	5.02515623667572
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2012	54	1293068	4.17611448121831
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2013	163	1269490	12.8398018101757
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2014	144	1247238	11.5455109610195
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2015	154	1240517	12.4141789270119
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2016	175	1242735	14.0818436754417
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2017	184	1249902	14.7211541384845
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2018	175	1240961	14.1019741958047
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2019	160	1229131	13.0173268756544
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2020	217	1207681	17.9683211046626
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2021	230	1208836	19.0265677064548
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2022	209	1200224	17.4134161623164
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	1999	5	1192724	0.419208467340307
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2000	5	1225916	0.407858287190966
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2001	5	1272430	0.392948924498794
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2002	5	1321076	0.378479360763499
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2003	5	1363748	0.366636651346143
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2004	5	1398644	0.357489110881683
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2005	5	1436071	0.348172200399562
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2006	5	1461455	0.342124800284648
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2007	5	1473530	0.339321221827856
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2008	5	1485776	0.336524482829175
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2009	5	1496992	0.334003120925162
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2010	5	1493767	0.33472422405904
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2011	5	1475059	0.338969492067775
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2012	5	1453232	0.344060686800181
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2013	5	1428396	0.350042985278592
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2014	5	1402364	0.356540812513727
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2016	5	1403832	0.356167974515469
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2017	5	1413393	0.353758650283396
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2018	5	1406949	0.355378908546081
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2019	5	1397316	0.357828866197768
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2020	5	1375619	0.363472734819743
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2021	2	1349300	0.148225005558438
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2022	6	1334539	0.449593455118209
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	1999	5	1027188	0.486765811127077
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2000	5	1061019	0.471245095516668
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2001	5	1105384	0.452331497470562
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2002	5	1153639	0.433411145080914
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2003	5	1196401	0.417920078635842
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2004	5	1231607	0.405973658805122
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2005	5	1267913	0.394348823618024
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2006	5	1293433	0.386568148485465
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2007	5	1307530	0.382400403814826
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2008	5	1318543	0.379206442262406
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2009	5	1330207	0.375881347790231
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2010	5	1329666	0.376034282293448
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2011	5	1313392	0.380693654293615
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2012	5	1293068	0.386677266779473
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2013	5	1269490	0.393858951232385
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2014	5	1247238	0.40088579725762
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2015	5	1240517	0.403057757370516
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2016	5	1242735	0.402338390726905
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2017	5	1249902	0.400031362458817
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2018	5	1240961	0.402913548451563
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2019	5	1229131	0.406791464864201
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2020	5	1207681	0.414016615314806
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2021	2	1208836	0.165448414838737
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2022	6	1200224	0.499906684085637
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2006	5	1461455	0.342124800284648
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2009	5	1496992	0.334003120925162
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2016	5	1403832	0.356167974515469
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2017	5	1413393	0.353758650283396
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2018	5	1406949	0.355378908546081
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2019	5	1397316	0.357828866197768
